,Year,Month,Day,Trial,Ablation,Darkness,Flow,Species,Fish,Tailbeat_Num,X_Distance,Y_Distance,Z_Distance,Distance,Angle,Yaw_Heading_Diff,Pitch_Heading_Diff,Fish1_Speed,Fish2_Speed,Fish1_Accel,Fish2_Accel,Fish1_X,Fish1_Y,Fish1_Z,Fish2_X,Fish2_Y,Fish2_Z,Relative_X,Fish1_Yaw_Heading,Fish2_Yaw_Heading,Fish1_Yaw_Heading_PS,Fish2_Yaw_Heading_PS,Speed_Diff,Fish1_Speed_SD,Fish1_Speed_CV
0,2021,08,03,08,Y,N,0,Giant Danio,individual2xindividual1,1,,,,,,,,,,,,,,,,,,,,,,,,3.231764337191544,0.46759591944068574
1,2021,08,03,08,Y,N,0,Giant Danio,individual2xindividual1,2,,,,,,,,,,,,,,,,,,,,,,,,3.231764337191544,0.46759591944068574
2,2021,08,03,08,Y,N,0,Giant Danio,individual2xindividual1,3,,,,,,,,,,,,,,,,,,,,,,,,3.231764337191544,0.46759591944068574
3,2021,08,03,08,Y,N,0,Giant Danio,individual2xindividual1,4,,,,,,,,,,,,,,,,,,,,,,,,3.231764337191544,0.46759591944068574
4,2021,08,03,08,Y,N,0,Giant Danio,individual2xindividual1,5,,,,,,,,,,,,,,,,,,,,,,,,3.231764337191544,0.46759591944068574
5,2021,08,03,08,Y,N,0,Giant Danio,individual2xindividual1,6,,,,,,,,11.369404036354707,,,,-0.3365677482579432,1.819203809054998,3.0989976090006888,,,,,-0.3999266978201275,,,,,3.231764337191544,0.46759591944068574
6,2021,08,03,08,Y,N,0,Giant Danio,individual2xindividual1,7,,,,,,,,6.912920743134217,,0.0740832782578487,,0.3347827023775621,1.5446691073031367,1.1439724999334642,,,,,-0.3939258744380621,,-0.032693833446453074,,,3.231764337191544,0.46759591944068574
7,2021,08,03,08,Y,N,0,Giant Danio,individual2xindividual1,8,,,,,,,,4.402095641648361,,,,0.8689733275076735,1.264048638756289,-0.446629676662535,,,,,-0.420632792336221,,,,,3.231764337191544,0.46759591944068574
8,2021,08,03,08,Y,N,0,Giant Danio,individual2xindividual1,9,,,,,,,,,,,,,,,,,,,,,,,,3.231764337191544,0.46759591944068574
9,2021,08,03,08,Y,N,0,Giant Danio,individual2xindividual1,10,,,,,,,,,6.450338538616966,,,,,,1.1902360650491717,2.9404110388949767,3.7109294627925933,,,-0.4923707345793326,,,,3.231764337191544,0.46759591944068574
10,2021,08,03,08,Y,N,0,Giant Danio,individual2xindividual1,11,,,,,,,,,4.393906009172889,,0.03141107126704772,,,,1.3981738951236211,2.8398150440457517,2.803765816266035,,,-0.4892439257108477,,-0.11911440582561218,,3.231764337191544,0.46759591944068574
11,2021,08,03,08,Y,N,0,Giant Danio,individual2xindividual1,12,,,,,,,,,4.996349906136213,,-0.0010795608290154826,,,,1.6974061419578337,2.636608880389908,1.4785228420844883,,,-0.5678098582688844,,-0.2156955580003778,,3.231764337191544,0.46759591944068574
12,2021,08,03,08,Y,N,0,Giant Danio,individual2xindividual1,13,,,,,,,,,4.414793757999343,,0.08453692633229137,,,,2.0522661121200776,2.390844056822214,-0.04070607743049863,,,-0.6258511124444208,,-0.10455938407592458,,3.231764337191544,0.46759591944068574
0,2021,08,03,08,Y,N,0,Giant Danio,individual1xindividual3,1,,,,,,,,,,,,,,,,,,,,,,,,1.1670974679485528,0.25152721413868595
1,2021,08,03,08,Y,N,0,Giant Danio,individual1xindividual3,2,,,,,,,,,,,,,,,,,,,,,,,,1.1670974679485528,0.25152721413868595
2,2021,08,03,08,Y,N,0,Giant Danio,individual1xindividual3,3,,,,,,,,,,,,,,,,,,,,,,,,1.1670974679485528,0.25152721413868595
3,2021,08,03,08,Y,N,0,Giant Danio,individual1xindividual3,4,,,,,,,,,1.470759850904491,,,,,,1.3536253017528086,1.3961842289949409,-0.6923053180410129,,,2.5302686999197515,,,,1.1670974679485528,0.25152721413868595
4,2021,08,03,08,Y,N,0,Giant Danio,individual1xindividual3,5,,,,,,,,,1.3459898788986973,,-0.07540732822085633,,,,1.682885703802504,1.3999278050845425,-0.5610208103135864,,,0.4474650783048608,,-3.931852337572368,,1.1670974679485528,0.25152721413868595
5,2021,08,03,08,Y,N,0,Giant Danio,individual1xindividual3,6,,,,,,,,,1.6756075833996535,,-0.506209002146728,,,,1.9042425127268716,1.385674634132114,-0.20011982475962933,,,0.04009555279058489,,-0.46340323956536017,,1.1670974679485528,0.25152721413868595
6,2021,08,03,08,Y,N,0,Giant Danio,individual1xindividual3,7,,,,,,,,,3.7802160647285596,,-0.4111541470888704,,,,1.9928490604870457,1.4437316154379596,0.5955124512295703,,,0.153976359913466,,0.1520651623949709,,1.1670974679485528,0.25152721413868595
7,2021,08,03,08,Y,N,0,Giant Danio,individual1xindividual3,8,,,,,,,,,4.24778926525166,,-0.07909708671104117,,,,2.0087819684597013,1.5084091064000529,1.7568893619213604,,,0.13640348897406637,,-0.025981210252038506,,1.1670974679485528,0.25152721413868595
8,2021,08,03,08,Y,N,0,Giant Danio,individual1xindividual3,9,,,,,,,,,5.461791560346311,,,,,,1.8929200280683998,1.5706659525188693,3.370943691364338,,,0.13752159342050466,,,,1.1670974679485528,0.25152721413868595
9,2021,08,03,08,Y,N,0,Giant Danio,individual1xindividual3,10,,,,,,,,6.450338538616966,,,0.06858408716678402,1.1902360650491717,2.9404110388949767,3.7109294627925933,,,,,-0.4923707345793326,,,-0.4238248428378355,,1.1670974679485528,0.25152721413868595
